Event	ID	Name			Wwise Object Path	Notes
	921103537	Play_2d_pv014_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv014_3D_EnemyDead	
	925349972	Play_2d_pv156_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv156_3D_EnemyDead	
	926029269	Play_2d_pv635_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv635_3D_Resurrect	
	926229468	Play_2d_pv153_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv153_3D	
	932309891	Play_BGM_Story_Talk			\Default Work Unit\BGM\Play_BGM_Story_Talk	
	932702512	Play_2d_pv040_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv040_3D_Dead	
	935829334	Play_2d_pv281_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv281_3D	
	939103839	Play_2d_pv242_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv242_3D_Resurrect	
	942146302	Play_2d_pv038_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv038_3D_BossDead	
	942902724	Play_2d_pv570_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv570_3D_EnemyDead	
	945250498	Play_2d_pv106_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv106_3D_Resurrect	
	950658026	Play_SE_SPARRING_START			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_START	
	950918412	Play_2d_pv197_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv197_3D	
	957002601	Play_2d_pv738_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv738_3D_BossDead	
	959415752	Play_2d_pv119_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv119_3D_BossDead	
	959782961	Play_2d_pv117_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv117_3D_Dead	
	959992195	Play_2d_pv344_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv344_3D_Dead	
	961042658	Play_2d_pv807_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv807_3D	
	961393095	Play_ME_TITLE			\Default Work Unit\ME\Play_ME_TITLE	
	963307321	Play_2d_pv158_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv158_3D	
	963954789	Play_2d_pv098_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv098_3D_EnemyDead	
	965063224	Play_2d_pv122_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv122_3D	
	967842905	Play_2d_pv370_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv370_3D_Resurrect	
	968585156	Play_SP_Fairy_Doreinkissu			\Default Work Unit\SE\SKILL\Play_SP_Fairy_Doreinkissu	
	969186447	Play_2d_pv112_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv112_3D_Resurrect	
	972908798	Play_2d_pv060_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv060_3D_EnemyDead	
	974029212	Play_SP_Jimen_Anawohoru_Hit			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Anawohoru_Hit	
	975373806	Play_2d_pv136_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv136_3D_Dead	
	977136781	Play_2d_pv147_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv147_3D_BossDead	
	987621785	Play_SP_Jimen_Sunaatume			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Sunaatume	
	989526392	Play_2d_pv553_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv553_3D_Resurrect	
	991544859	Play_2d_pv057_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv057_3D_BossDead	
	998660476	Play_2d_pv224_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv224_3D_EnemyDead	
	1002141285	Play_2d_pv129_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv129_3D	
	1003833534	Play_2d_pv047_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv047_3D_Resurrect	
	1003981358	Play_2d_pv124_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv124_3D	
	1009195051	Play_2d_pv141_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv141_3D	
	1010291223	Play_SP_Mizu_Uzusio			\Default Work Unit\SE\SKILL\Play_SP_Mizu_Uzusio	
	1010701641	Play_2d_pv323_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv323_3D_BossDead	
	1014140213	Play_SE_BASE_COOK_FOOD_SET			\Default Work Unit\SE\BASE\Play_SE_BASE_COOK_FOOD_SET	
	1016871372	Play_2d_pv607_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv607_3D	
	1018315149	Play_SP_Hikou_Bouhuu			\Default Work Unit\SE\SKILL\Play_SP_Hikou_Bouhuu	
	1019361341	Play_2d_pv634_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv634_3D_EnemyDead	
	1020001381	Play_BGM_Boss_Battle			\Default Work Unit\BGM\Play_BGM_Boss_Battle	
	1030475590	Play_SE_CATALOG_BOWAN			\Default Work Unit\SE\CATALOG\Play_SE_CATALOG_BOWAN	
	1030866198	Play_2d_pv046_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv046_3D_Dead	
	1031874886	Play_2d_pv159_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv159_3D	
	1033888383	Play_2d_pv062_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv062_3D_BossDead	
	1035698358	Play_2d_pv222_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv222_3D_Dead	
	1036425387	Play_2d_pv093_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv093_3D_BossDead	
	1038043102	Play_2d_pv159_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv159_3D_Resurrect	
	1044340017	Play_2d_pv271_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv271_3D_BossDead	
	1048941513	Play_2d_pv279_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv279_3D_BossDead	
	1049312398	Play_2d_pv006_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv006_3D_EnemyDead	
	1049920290	Play_2d_pv128_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv128_3D	
	1052596106	Play_BM_Hagane			\Default Work Unit\SE\SKILL\Play_BM_Hagane	
	1056443597	Play_2d_pv160_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv160_3D_EnemyDead	
	1058558873	Play_2d_pv147_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv147_3D	
	1059870138	Play_2d_pv258_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv258_3D_BossDead	
	1062651679	Play_2d_pv376_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv376_3D	
	1063603466	Play_2d_pv133_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv133_3D	
	1063692372	Play_2d_pv245_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv245_3D_BossDead	
	1063996039	Play_2d_pv321_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv321_3D_BossDead	
	1065052136	Play_2d_pv328_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv328_3D	
	1066802654	Play_2d_pv125_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv125_3D_Dead	
	1073466678	Stop_BGM			\Default Work Unit\BGM\Stop_BGM	
	1076610514	Play_2d_pv121_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv121_3D_Dead	
	1077243043	Play_2d_pv202_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv202_3D_Resurrect	
	1077253354	Play_2d_pv110_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv110_3D_Dead	
	1079176892	Play_2d_pv276_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv276_3D_Resurrect	
	1083287387	Play_SP_Normal_Daibakuhatu			\Default Work Unit\SE\SKILL\Play_SP_Normal_Daibakuhatu	
	1086309883	Play_SP_Denki_Borutekkaa_Hit			\Default Work Unit\SE\SKILL\Play_SP_Denki_Borutekkaa_Hit	
	1086416761	Play_SP_Aku_Tujigiri_Hit			\Default Work Unit\SE\SKILL\Play_SP_Aku_Tujigiri_Hit	
	1087740993	Play_SE_SYS_STONE_SET_UP			\Default Work Unit\SE\SYS\Play_SE_SYS_STONE_SET_UP	
	1088796014	Play_SE_BASE_CHARM_SUCCESS			\Default Work Unit\SE\BASE\Play_SE_BASE_CHARM_SUCCESS	
	1089258403	Play_2d_pv196_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv196_3D_Resurrect	
	1089701328	Play_2d_pv106_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv106_3D_BossDead	
	1090594391	Play_2d_pv134_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv134_3D	
	1093351665	Play_2d_pv384_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv384_3D_EnemyDead	
	1093820769	Play_SE_ZUKAN_CLOSE			\Default Work Unit\SE\ZUKAN\Play_SE_ZUKAN_CLOSE	
	1098925057	Play_2d_pv778_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv778_3D	
	1102655585	Play_2d_pv155_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv155_3D_EnemyDead	
	1102703458	Play_Condition_Damage_Down			\Default Work Unit\SE\SKILL\Play_Condition_Damage_Down	
	1102743588	Play_2d_pv021_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv021_3D_BossDead	
	1106338086	Play_2d_pv146_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv146_3D	
	1108523891	Play_2d_pv137_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv137_3D_Dead	
	1109451039	Play_2d_pv444_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv444_3D_Resurrect	
	1111119163	Play_2d_pv084_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv084_3D	
	1117349530	Play_2d_pv107_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv107_3D_Dead	
	1118255611	Play_SP_Koori_Reitoubiimu			\Default Work Unit\SE\SKILL\Play_SP_Koori_Reitoubiimu	
	1123056193	Play_ME_STAGE_CLEAR			\Default Work Unit\ME\Play_ME_STAGE_CLEAR	
	1124174265	Play_2d_pv382_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv382_3D_Dead	
	1125353988	Play_2d_pv343_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv343_3D_EnemyDead	
	1125898028	Play_SE_SYS_SCENE_CHANGE			\Default Work Unit\SE\SYS\Play_SE_SYS_SCENE_CHANGE	
	1129017969	Play_2d_pv150_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv150_3D	
	1129018570	Play_2d_pv257_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv257_3D_Dead	
	1129516180	Play_2d_pv102_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv102_3D_BossDead	
	1132031598	Play_2d_pv154_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv154_3D_EnemyDead	
	1133853475	Play_SE_WORLD_DUNGEON_NOTICE			\Default Work Unit\SE\WORLD\Play_SE_WORLD_DUNGEON_NOTICE	
	1142219221	Play_2d_pv150_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv150_3D_BossDead	
	1143261281	Play_2d_pv194_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv194_3D	
	1144032817	Play_2d_pv060_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv060_3D_Resurrect	
	1147186410	Play_2d_pv120_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv120_3D_Resurrect	
	1157573104	Play_2d_pv272_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv272_3D_Resurrect	
	1157667059	Play_SE_BASE_COOK_FOOD_REMOVE			\Default Work Unit\SE\BASE\Play_SE_BASE_COOK_FOOD_REMOVE	
	1158328267	Play_SP_Kakutou_Iwakudaki			\Default Work Unit\SE\SKILL\Play_SP_Kakutou_Iwakudaki	
	1160354898	Play_2d_pv322_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv322_3D	
	1165705969	Play_2d_pv121_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv121_3D_Resurrect	
	1166996565	Play_2d_pv243_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv243_3D_Dead	
	1177599866	Play_2d_pv114_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv114_3D_EnemyDead	
	1183031331	Play_2d_pv010_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv010_3D_Dead	
	1187372394	Play_ESP_Kakutou_Infaito			\Default Work Unit\SE\SKILL\Play_ESP_Kakutou_Infaito	
	1187373292	Play_SP_Normal_Toraiatakku			\Default Work Unit\SE\SKILL\Play_SP_Normal_Toraiatakku	
	1191442108	Play_SP_Normal_Haradaiko			\Default Work Unit\SE\SKILL\Play_SP_Normal_Haradaiko	
	1191943270	Play_2d_pv349_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv349_3D_EnemyDead	
	1195334845	Play_2d_pv074_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv074_3D_Dead	
	1196244840	Play_ESP_Esper_Saikosyokku_Hit			\Default Work Unit\SE\SKILL\Play_ESP_Esper_Saikosyokku_Hit	
	1202869000	Play_2d_pv337_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv337_3D	
	1203891898	Play_SP_Normal_Midarehikkaki			\Default Work Unit\SE\SKILL\Play_SP_Normal_Midarehikkaki	
	1207845235	Play_SE_SYS_SCENE_CHANGE_SHORT			\Default Work Unit\SE\SYS\Play_SE_SYS_SCENE_CHANGE_SHORT	
	1208262198	Play_2d_pv083_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv083_3D	
	1210615636	Play_2d_pv736_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv736_3D_Dead	
	1212355450	Play_2d_pv737_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv737_3D_BossDead	
	1214540622	Play_2d_pv132_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv132_3D_EnemyDead	
	1216332810	Play_2d_pv249_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv249_3D_Resurrect	
	1218612767	Play_2d_pv303_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv303_3D	
	1219656873	Play_SP_Kakutou_Kurosutyoppu			\Default Work Unit\SE\SKILL\Play_SP_Kakutou_Kurosutyoppu	
	1222794913	Play_2d_pv378_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv378_3D_Resurrect	
	1223839795	Play_SP_Honoo_Hureadoraibu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Honoo_Hureadoraibu_Hit	
	1225767578	Play_2d_pv379_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv379_3D_Resurrect	
	1227231851	Play_2d_pv492B_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv492B_3D_Dead	
	1228058959	Play_SP_Normal_Utau			\Default Work Unit\SE\SKILL\Play_SP_Normal_Utau	
	1230741502	Play_SP_Hagane_Haganenotubasa			\Default Work Unit\SE\SKILL\Play_SP_Hagane_Haganenotubasa	
	1231932472	Play_SE_BASE_STONE_FORGE			\Default Work Unit\SE\BASE\Play_SE_BASE_STONE_FORGE	
	1233512149	Play_2d_pv038_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv038_3D_Dead	
	1237600303	Play_2d_pv142_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv142_3D_Dead	
	1238128882	Play_2d_pv002_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv002_3D_EnemyDead	
	1238833997	Play_2d_pv374_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv374_3D_BossDead	
	1240485449	Play_SP_Mushi_Ginironokaze			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Ginironokaze	
	1242578432	Play_2d_pv633_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv633_3D_Dead	
	1243372154	Play_SE_BATTLE_PAUSE_01			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_PAUSE_01	
	1250578911	Play_2d_pv207_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv207_3D_EnemyDead	
	1251502667	Play_2d_pv443_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv443_3D_Dead	
	1254138127	Play_2d_pv321_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv321_3D_Resurrect	
	1256964789	Play_2d_pv136_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv136_3D_BossDead	
	1257049337	Play_Status_Kaihuku			\Default Work Unit\SE\SKILL\Play_Status_Kaihuku	
	1258234536	Play_2d_pv134_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv134_3D_EnemyDead	
	1259501239	Play_2d_pv359_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv359_3D_EnemyDead	
	1263916441	Play_2d_pv319_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv319_3D_Dead	
	1266520307	Play_2d_pv062_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv062_3D	
	1267080251	Play_2d_pv039_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv039_3D	
	1269336091	Play_2d_pv021_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv021_3D_Dead	
	1271516599	Play_2d_pv225_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv225_3D_EnemyDead	
	1274369828	Play_2d_pv062_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv062_3D_EnemyDead	
	1274576125	Play_2d_pv055_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv055_3D_BossDead	
	1278095117	Play_2d_pv016_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv016_3D_Dead	
	1279133613	Play_2d_pv114_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv114_3D_BossDead	
	1279676102	Play_2d_pv003_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv003_3D_Resurrect	
	1282226517	Play_Condition_Yakedo			\Default Work Unit\SE\SKILL\Play_Condition_Yakedo	
	1284565727	Play_2d_pv093_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv093_3D	
	1285402288	Play_2d_pv372_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv372_3D_Dead	
	1291086081	Play_2d_pv271_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv271_3D_Resurrect	
	1291248728	Play_SP_Ghost_Ayasiihikari			\Default Work Unit\SE\SKILL\Play_SP_Ghost_Ayasiihikari	
	1291751467	Play_2d_pv145_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv145_3D_BossDead	
	1292334515	Play_2d_pv736_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv736_3D_Resurrect	
	1293523694	Play_SE_STORY_PARTNER_SELECT			\Default Work Unit\SE\STORY\Play_SE_STORY_PARTNER_SELECT	
	1294650413	Play_2d_pv090_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv090_3D_EnemyDead	
	1295764195	Play_SP_Doku_Benomutorappu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Doku_Benomutorappu_Hit	
	1296228603	Play_2d_pv101_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv101_3D_BossDead	
	1298809039	Play_2d_pv057_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv057_3D	
	1299404502	Play_2d_pv380_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv380_3D_Resurrect	
	1300976096	Play_2d_pv025_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv025_3D_BossDead	
	1305375475	Play_2d_pv259_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv259_3D_Resurrect	
	1311162095	Play_2d_pv097_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv097_3D_Resurrect	
	1311387717	Play_2d_pv151_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv151_3D_EnemyDead	
	1311937947	Play_2d_pv246_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv246_3D_Resurrect	
	1311994306	Play_2d_pv598_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv598_3D_EnemyDead	
	1313011515	Play_SP_Jimen_Makibisi			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Makibisi	
	1316035449	Play_2d_pv024_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv024_3D_Resurrect	
	1316310620	Play_BR_Fairy			\Default Work Unit\SE\SKILL\Play_BR_Fairy	
	1319829547	Stop_BGM_Fast			\Default Work Unit\BGM\Stop_BGM_Fast	
	1320585654	Play_2d_pv024_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv024_3D_EnemyDead	
	1327923915	Play_2d_pv045_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv045_3D_EnemyDead	
	1335556898	Play_2d_pv381_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv381_3D_EnemyDead	
	1335602409	Play_2d_pv025_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv025_3D_EnemyDead	
	1340570948	Play_2d_pv252_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv252_3D_BossDead	
	1346768093	Play_2d_pv103_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv103_3D_BossDead	
	1348602768	Play_2d_pv131_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv131_3D_Resurrect	
	1351255654	Play_SP_Kusa_Sooraabiimu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Kusa_Sooraabiimu_Hit	
	1351693159	Play_2d_pv133_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv133_3D_Dead	
	1351780756	Play_ME_OTAKARA			\Default Work Unit\ME\Play_ME_OTAKARA	
	1352479540	Play_SP_Honoo_Hinoko			\Default Work Unit\SE\SKILL\Play_SP_Honoo_Hinoko	
	1354134718	Play_2d_pv121_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv121_3D_EnemyDead	
	1354222357	Play_2d_pv380_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv380_3D_EnemyDead	
	1355297293	Play_2d_pv021_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv021_3D_EnemyDead	
	1355639209	Play_SE_BATTLE_PSTONE_GET_4			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_PSTONE_GET_4	
	1355639212	Play_SE_BATTLE_PSTONE_GET_1			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_PSTONE_GET_1	
	1355639214	Play_SE_BATTLE_PSTONE_GET_3			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_PSTONE_GET_3	
	1355639215	Play_SE_BATTLE_PSTONE_GET_2			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_PSTONE_GET_2	
	1362389337	Play_2d_pv068_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv068_3D_BossDead	
	1363068244	Play_2d_pv250_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv250_3D_Resurrect	
	1366055694	Play_2d_pv150_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv150_3D_Dead	
	1367376404	Play_2d_pv056_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv056_3D	
	1367965970	Play_2d_pv117_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv117_3D_BossDead	
	1371636299	Play_2d_pv224_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv224_3D	
	1373650046	Play_ESP_Normal_Gigainpakuto_Hit			\Default Work Unit\SE\SKILL\Play_ESP_Normal_Gigainpakuto_Hit	
	1375083604	Play_2d_pv144_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv144_3D_Resurrect	
	1377906462	Play_2d_pv029_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv029_3D	
	1378151747	Play_2d_pv488_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv488_3D	
	1379963268	Play_SP_Aku_Huiuti			\Default Work Unit\SE\SKILL\Play_SP_Aku_Huiuti	
	1382367143	Play_2d_pv343_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv343_3D_Resurrect	
	1383565974	Play_2d_pv374_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv374_3D_Dead	
	1384040417	Play_SP_Normal_Haneru_Hit			\Default Work Unit\SE\SKILL\Play_SP_Normal_Haneru_Hit	
	1384869165	Play_2d_pv334_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv334_3D	
	1385963395	Play_2d_pv737_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv737_3D_EnemyDead	
	1394354860	Play_2d_pv151_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv151_3D_BossDead	
	1401861172	Play_2d_pv130_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv130_3D_EnemyDead	
	1407347124	Play_SE_SYS_NUMBER_ADD			\Default Work Unit\SE\SYS\Play_SE_SYS_NUMBER_ADD	
	1407528244	Play_2d_pv023_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv023_3D_Resurrect	
	1409030651	Play_2d_pv215_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv215_3D_Resurrect	
